"train/epoch","gpt2-config23-fien-interleaved-0-0407/checkpoint-11496 - _step","gpt2-config23-fien-interleaved-0-0407/checkpoint-11496 - _step__MIN","gpt2-config23-fien-interleaved-0-0407/checkpoint-11496 - _step__MAX","gpt2-config23-fien-interleaved-0-0407/checkpoint-11496 - train/loss","gpt2-config23-fien-interleaved-0-0407/checkpoint-11496 - train/loss__MIN","gpt2-config23-fien-interleaved-0-0407/checkpoint-11496 - train/loss__MAX","gpt2-config22-fien-interleaved-0-0407/checkpoint-11496 - _step","gpt2-config22-fien-interleaved-0-0407/checkpoint-11496 - _step__MIN","gpt2-config22-fien-interleaved-0-0407/checkpoint-11496 - _step__MAX","gpt2-config22-fien-interleaved-0-0407/checkpoint-11496 - train/loss","gpt2-config22-fien-interleaved-0-0407/checkpoint-11496 - train/loss__MIN","gpt2-config22-fien-interleaved-0-0407/checkpoint-11496 - train/loss__MAX","gpt2-config23-deen-interleaved-0-0407/checkpoint-11468 - _step","gpt2-config23-deen-interleaved-0-0407/checkpoint-11468 - _step__MIN","gpt2-config23-deen-interleaved-0-0407/checkpoint-11468 - _step__MAX","gpt2-config23-deen-interleaved-0-0407/checkpoint-11468 - train/loss","gpt2-config23-deen-interleaved-0-0407/checkpoint-11468 - train/loss__MIN","gpt2-config23-deen-interleaved-0-0407/checkpoint-11468 - train/loss__MAX","gpt2-config22-deen-interleaved-0-0407/checkpoint-11468 - _step","gpt2-config22-deen-interleaved-0-0407/checkpoint-11468 - _step__MIN","gpt2-config22-deen-interleaved-0-0407/checkpoint-11468 - _step__MAX","gpt2-config22-deen-interleaved-0-0407/checkpoint-11468 - train/loss","gpt2-config22-deen-interleaved-0-0407/checkpoint-11468 - train/loss__MIN","gpt2-config22-deen-interleaved-0-0407/checkpoint-11468 - train/loss__MAX","gpt2-config21-fien-interleaved-0-0507 - _step","gpt2-config21-fien-interleaved-0-0507 - _step__MIN","gpt2-config21-fien-interleaved-0-0507 - _step__MAX","gpt2-config21-fien-interleaved-0-0507 - train/loss","gpt2-config21-fien-interleaved-0-0507 - train/loss__MIN","gpt2-config21-fien-interleaved-0-0507 - train/loss__MAX","gpt2-config21-deen-interleaved-0-0507 - _step","gpt2-config21-deen-interleaved-0-0507 - _step__MIN","gpt2-config21-deen-interleaved-0-0507 - _step__MAX","gpt2-config21-deen-interleaved-0-0507 - train/loss","gpt2-config21-deen-interleaved-0-0507 - train/loss__MIN","gpt2-config21-deen-interleaved-0-0507 - train/loss__MAX","gpt2-config22-fien-interleaved-0-0407 - _step","gpt2-config22-fien-interleaved-0-0407 - _step__MIN","gpt2-config22-fien-interleaved-0-0407 - _step__MAX","gpt2-config22-fien-interleaved-0-0407 - train/loss","gpt2-config22-fien-interleaved-0-0407 - train/loss__MIN","gpt2-config22-fien-interleaved-0-0407 - train/loss__MAX","gpt2-config22-deen-interleaved-0-0407 - _step","gpt2-config22-deen-interleaved-0-0407 - _step__MIN","gpt2-config22-deen-interleaved-0-0407 - _step__MAX","gpt2-config22-deen-interleaved-0-0407 - train/loss","gpt2-config22-deen-interleaved-0-0407 - train/loss__MIN","gpt2-config22-deen-interleaved-0-0407 - train/loss__MAX","gpt2-config23-fien-interleaved-0-0407 - _step","gpt2-config23-fien-interleaved-0-0407 - _step__MIN","gpt2-config23-fien-interleaved-0-0407 - _step__MAX","gpt2-config23-fien-interleaved-0-0407 - train/loss","gpt2-config23-fien-interleaved-0-0407 - train/loss__MIN","gpt2-config23-fien-interleaved-0-0407 - train/loss__MAX","gpt2-config23-deen-interleaved-0-0407 - _step","gpt2-config23-deen-interleaved-0-0407 - _step__MIN","gpt2-config23-deen-interleaved-0-0407 - _step__MAX","gpt2-config23-deen-interleaved-0-0407 - train/loss","gpt2-config23-deen-interleaved-0-0407 - train/loss__MIN","gpt2-config23-deen-interleaved-0-0407 - train/loss__MAX","gpt2-config21-deen-sequential-0-3006-2 - _step","gpt2-config21-deen-sequential-0-3006-2 - _step__MIN","gpt2-config21-deen-sequential-0-3006-2 - _step__MAX","gpt2-config21-deen-sequential-0-3006-2 - train/loss","gpt2-config21-deen-sequential-0-3006-2 - train/loss__MIN","gpt2-config21-deen-sequential-0-3006-2 - train/loss__MAX","gpt2-config21-fien-sequential-0-3006-2 - _step","gpt2-config21-fien-sequential-0-3006-2 - _step__MIN","gpt2-config21-fien-sequential-0-3006-2 - _step__MAX","gpt2-config21-fien-sequential-0-3006-2 - train/loss","gpt2-config21-fien-sequential-0-3006-2 - train/loss__MIN","gpt2-config21-fien-sequential-0-3006-2 - train/loss__MAX","gpt2-config23-deen-sequential-0-3006-2 - _step","gpt2-config23-deen-sequential-0-3006-2 - _step__MIN","gpt2-config23-deen-sequential-0-3006-2 - _step__MAX","gpt2-config23-deen-sequential-0-3006-2 - train/loss","gpt2-config23-deen-sequential-0-3006-2 - train/loss__MIN","gpt2-config23-deen-sequential-0-3006-2 - train/loss__MAX","gpt2-config23-fien-sequential-0-3006-2 - _step","gpt2-config23-fien-sequential-0-3006-2 - _step__MIN","gpt2-config23-fien-sequential-0-3006-2 - _step__MAX","gpt2-config23-fien-sequential-0-3006-2 - train/loss","gpt2-config23-fien-sequential-0-3006-2 - train/loss__MIN","gpt2-config23-fien-sequential-0-3006-2 - train/loss__MAX","gpt2-config22-deen-sequential-0-2806-2 - _step","gpt2-config22-deen-sequential-0-2806-2 - _step__MIN","gpt2-config22-deen-sequential-0-2806-2 - _step__MAX","gpt2-config22-deen-sequential-0-2806-2 - train/loss","gpt2-config22-deen-sequential-0-2806-2 - train/loss__MIN","gpt2-config22-deen-sequential-0-2806-2 - train/loss__MAX","gpt2-config22-fien-sequential-0-2806-2 - _step","gpt2-config22-fien-sequential-0-2806-2 - _step__MIN","gpt2-config22-fien-sequential-0-2806-2 - _step__MAX","gpt2-config22-fien-sequential-0-2806-2 - train/loss","gpt2-config22-fien-sequential-0-2806-2 - train/loss__MIN","gpt2-config22-fien-sequential-0-2806-2 - train/loss__MAX","gpt2-config11-de-sequential-0-2706-1 - _step","gpt2-config11-de-sequential-0-2706-1 - _step__MIN","gpt2-config11-de-sequential-0-2706-1 - _step__MAX","gpt2-config11-de-sequential-0-2706-1 - train/loss","gpt2-config11-de-sequential-0-2706-1 - train/loss__MIN","gpt2-config11-de-sequential-0-2706-1 - train/loss__MAX","gpt2-config13-fi-sequential-0-2706-1 - _step","gpt2-config13-fi-sequential-0-2706-1 - _step__MIN","gpt2-config13-fi-sequential-0-2706-1 - _step__MAX","gpt2-config13-fi-sequential-0-2706-1 - train/loss","gpt2-config13-fi-sequential-0-2706-1 - train/loss__MIN","gpt2-config13-fi-sequential-0-2706-1 - train/loss__MAX","gpt2-config11-fi-sequential-0-2706-1 - _step","gpt2-config11-fi-sequential-0-2706-1 - _step__MIN","gpt2-config11-fi-sequential-0-2706-1 - _step__MAX","gpt2-config11-fi-sequential-0-2706-1 - train/loss","gpt2-config11-fi-sequential-0-2706-1 - train/loss__MIN","gpt2-config11-fi-sequential-0-2706-1 - train/loss__MAX","gpt2-config13-de-sequential-0-2606-1 - _step","gpt2-config13-de-sequential-0-2606-1 - _step__MIN","gpt2-config13-de-sequential-0-2606-1 - _step__MAX","gpt2-config13-de-sequential-0-2606-1 - train/loss","gpt2-config13-de-sequential-0-2606-1 - train/loss__MIN","gpt2-config13-de-sequential-0-2606-1 - train/loss__MAX","gpt2-config12-fi-sequential-0-2606-1 - _step","gpt2-config12-fi-sequential-0-2606-1 - _step__MIN","gpt2-config12-fi-sequential-0-2606-1 - _step__MAX","gpt2-config12-fi-sequential-0-2606-1 - train/loss","gpt2-config12-fi-sequential-0-2606-1 - train/loss__MIN","gpt2-config12-fi-sequential-0-2606-1 - train/loss__MAX","gpt2-config12-de-sequential-0-2606-1 - _step","gpt2-config12-de-sequential-0-2606-1 - _step__MIN","gpt2-config12-de-sequential-0-2606-1 - _step__MAX","gpt2-config12-de-sequential-0-2606-1 - train/loss","gpt2-config12-de-sequential-0-2606-1 - train/loss__MIN","gpt2-config12-de-sequential-0-2606-1 - train/loss__MAX","gpt2-config11-en-sequential-0-2306-1 - _step","gpt2-config11-en-sequential-0-2306-1 - _step__MIN","gpt2-config11-en-sequential-0-2306-1 - _step__MAX","gpt2-config11-en-sequential-0-2306-1 - train/loss","gpt2-config11-en-sequential-0-2306-1 - train/loss__MIN","gpt2-config11-en-sequential-0-2306-1 - train/loss__MAX"
"0.73","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","3.6004","3.6004","3.6004","66","66","66","3.5196","3.5196","3.5196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","3.3489","3.3489","3.3489","","","","","","","16","16","16","3.3741","3.3741","3.3741","","","","","","","16","16","16","3.4047","3.4047","3.4047","","","","","","","","","","","","","32","32","32","3.8612","3.8612","3.8612","","","","","","","","","","","","","","","","","","","31","31","31","3.6979","3.6979","3.6979"
"0.74","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","3.6009","3.6009","3.6009","67","67","67","3.5185","3.5185","3.5185","33","33","33","3.7152","3.7152","3.7152","33","33","33","3.6253","3.6253","3.6253","33","33","33","4.0109","4.0109","4.0109","33","33","33","3.6466","3.6466","3.6466","33","33","33","3.3226","3.3226","3.3226","","","","","","","16","16","16","3.3512","3.3512","3.3512","","","","","","","16","16","16","3.3779","3.3779","3.3779","","","","","","","33","33","33","3.6659","3.6659","3.6659","","","","","","","","","","","","","16","16","16","4.2298","4.2298","4.2298","","","","","","","16","16","16","3.9712","3.9712","3.9712","","","","","",""
"0.75","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","3.5921","3.5921","3.5921","68","68","68","3.5123","3.5123","3.5123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","3.338","3.338","3.338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","4.3319","4.3319","4.3319","33","33","33","3.8484","3.8484","3.8484","","","","","","","16","16","16","4.2181","4.2181","4.2181","","","","","","","32","32","32","3.6915","3.6915","3.6915"
"0.76","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","3.5954","3.5954","3.5954","69","69","69","3.5055","3.5055","3.5055","34","34","34","3.7031","3.7031","3.7031","34","34","34","3.6125","3.6125","3.6125","34","34","34","3.9903","3.9903","3.9903","34","34","34","3.6259","3.6259","3.6259","34","34","34","3.314","3.314","3.314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","3.6529","3.6529","3.6529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.77","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","3.5911","3.5911","3.5911","70","70","70","3.505","3.505","3.505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","3.3335","3.3335","3.3335","","","","","","","17","17","17","3.3564","3.3564","3.3564","","","","","","","17","17","17","3.3866","3.3866","3.3866","","","","","","","","","","","","","34","34","34","3.8336","3.8336","3.8336","","","","","","","","","","","","","","","","","","","33","33","33","3.6707","3.6707","3.6707"
"0.78","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","3.5897","3.5897","3.5897","71","71","71","3.4959","3.4959","3.4959","35","35","35","3.6962","3.6962","3.6962","35","35","35","3.5999","3.5999","3.5999","35","35","35","3.9648","3.9648","3.9648","35","35","35","3.6123","3.6123","3.6123","35","35","35","3.307","3.307","3.307","","","","","","","17","17","17","3.3349","3.3349","3.3349","","","","","","","17","17","17","3.3628","3.3628","3.3628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.79","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","3.5783","3.5783","3.5783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","3.6422","3.6422","3.6422","17","17","17","4.2276","4.2276","4.2276","35","35","35","3.8236","3.8236","3.8236","17","17","17","5.7254","5.7254","5.7254","17","17","17","4.1663","4.1663","4.1663","17","17","17","3.9121","3.9121","3.9121","34","34","34","3.6597","3.6597","3.6597"
"0.8","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","3.5772","3.5772","3.5772","72","72","72","3.4944","3.4944","3.4944","36","36","36","3.6799","3.6799","3.6799","","","","","","","36","36","36","3.933","3.933","3.933","","","","","","","","","","","","","36","36","36","3.3268","3.3268","3.3268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","3.4877","3.4877","3.4877","","","","","","","36","36","36","3.5873","3.5873","3.5873","","","","","","","36","36","36","3.5944","3.5944","3.5944","36","36","36","3.3026","3.3026","3.3026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","3.628","3.628","3.628","","","","","","","36","36","36","3.8089","3.8089","3.8089","","","","","","","","","","","","","","","","","","","","","","","",""
"0.82","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","3.5775","3.5775","3.5775","74","74","74","3.4856","3.4856","3.4856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","3.3243","3.3243","3.3243","","","","","","","18","18","18","3.344","3.344","3.344","","","","","","","18","18","18","3.3733","3.3733","3.3733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","3.6531","3.6531","3.6531"
"0.83","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","3.5697","3.5697","3.5697","75","75","75","3.4804","3.4804","3.4804","37","37","37","3.6727","3.6727","3.6727","37","37","37","3.5758","3.5758","3.5758","37","37","37","3.9149","3.9149","3.9149","37","37","37","3.5815","3.5815","3.5815","37","37","37","3.2994","3.2994","3.2994","","","","","","","18","18","18","3.3239","3.3239","3.3239","","","","","","","18","18","18","3.3504","3.3504","3.3504","","","","","","","37","37","37","3.6173","3.6173","3.6173","18","18","18","4.1415","4.1415","4.1415","37","37","37","3.7942","3.7942","3.7942","18","18","18","4.9803","4.9803","4.9803","18","18","18","4.0761","4.0761","4.0761","18","18","18","3.8587","3.8587","3.8587","","","","","",""
"0.84","","","","","","","","","","","","","","","","","","","","","","","","","76","76","76","3.5595","3.5595","3.5595","76","76","76","3.4733","3.4733","3.4733","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","3.318","3.318","3.318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","3.64","3.64","3.64"
"0.85","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","3.561","3.561","3.561","77","77","77","3.4706","3.4706","3.4706","38","38","38","3.6566","3.6566","3.6566","38","38","38","3.562","3.562","3.562","38","38","38","3.8898","3.8898","3.8898","38","38","38","3.5685","3.5685","3.5685","38","38","38","3.2921","3.2921","3.2921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","3.6073","3.6073","3.6073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.86","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","3.5524","3.5524","3.5524","78","78","78","3.4735","3.4735","3.4735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","3.3122","3.3122","3.3122","","","","","","","19","19","19","3.3322","3.3322","3.3322","","","","","","","19","19","19","3.3606","3.3606","3.3606","","","","","","","","","","","","","38","38","38","3.7815","3.7815","3.7815","","","","","","","","","","","","","","","","","","","37","37","37","3.6317","3.6317","3.6317"
"0.87","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","3.5494","3.5494","3.5494","79","79","79","3.4678","3.4678","3.4678","39","39","39","3.6441","3.6441","3.6441","39","39","39","3.5577","3.5577","3.5577","39","39","39","3.8646","3.8646","3.8646","39","39","39","3.5607","3.5607","3.5607","39","39","39","3.2912","3.2912","3.2912","","","","","","","19","19","19","3.3131","3.3131","3.3131","","","","","","","19","19","19","3.3392","3.3392","3.3392","","","","","","","39","39","39","3.5885","3.5885","3.5885","","","","","","","","","","","","","19","19","19","4.6701","4.6701","4.6701","","","","","","","19","19","19","3.8105","3.8105","3.8105","","","","","",""
"0.88","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","3.5496","3.5496","3.5496","80","80","80","3.4689","3.4689","3.4689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","3.3041","3.3041","3.3041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","19","4.095","4.095","4.095","39","39","39","3.7681","3.7681","3.7681","","","","","","","19","19","19","4.0302","4.0302","4.0302","","","","","","","38","38","38","3.6232","3.6232","3.6232"
"0.89","","","","","","","","","","","","","","","","","","","","","","","","","81","81","81","3.5504","3.5504","3.5504","81","81","81","3.4584","3.4584","3.4584","40","40","40","3.6404","3.6404","3.6404","40","40","40","3.5484","3.5484","3.5484","40","40","40","3.8523","3.8523","3.8523","40","40","40","3.5498","3.5498","3.5498","40","40","40","3.289","3.289","3.289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","3.5839","3.5839","3.5839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0.9","","","","","","","","","","","","","","","","","","","","","","","","","82","82","82","3.5451","3.5451","3.5451","82","82","82","3.4572","3.4572","3.4572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","3.2936","3.2936","3.2936","","","","","","","20","20","20","3.3148","3.3148","3.3148","","","","","","","20","20","20","3.342","3.342","3.342","","","","","","","","","","","","","40","40","40","3.7571","3.7571","3.7571","","","","","","","","","","","","","","","","","","","","","","","",""
"0.91","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","3.5398","3.5398","3.5398","","","","","","","41","41","41","3.6301","3.6301","3.6301","","","","","","","41","41","41","3.8332","3.8332","3.8332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","3.6029","3.6029","3.6029"
"0.92","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","3.5396","3.5396","3.5396","83","83","83","3.4554","3.4554","3.4554","","","","","","","41","41","41","3.5387","3.5387","3.5387","","","","","","","41","41","41","3.5378","3.5378","3.5378","41","41","41","3.2765","3.2765","3.2765","","","","","","","20","20","20","3.3026","3.3026","3.3026","","","","","","","20","20","20","3.3289","3.3289","3.3289","","","","","","","41","41","41","3.5652","3.5652","3.5652","20","20","20","4.0213","4.0213","4.0213","41","41","41","3.7404","3.7404","3.7404","20","20","20","4.4165","4.4165","4.4165","20","20","20","3.9811","3.9811","3.9811","20","20","20","3.7743","3.7743","3.7743","","","","","",""
"0.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","3.4506","3.4506","3.4506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","3.2937","3.2937","3.2937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","3.586","3.586","3.586"
"0.94","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","3.5398","3.5398","3.5398","85","85","85","3.4461","3.4461","3.4461","42","42","42","3.625","3.625","3.625","42","42","42","3.5291","3.5291","3.5291","42","42","42","3.8199","3.8199","3.8199","42","42","42","3.5273","3.5273","3.5273","42","42","42","3.2731","3.2731","3.2731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","3.5559","3.5559","3.5559","","","","","","","42","42","42","3.7277","3.7277","3.7277","","","","","","","","","","","","","","","","","","","","","","","",""
"0.95","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","3.5339","3.5339","3.5339","86","86","86","3.4395","3.4395","3.4395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","3.2846","3.2846","3.2846","","","","","","","21","21","21","3.3023","3.3023","3.3023","","","","","","","21","21","21","3.3305","3.3305","3.3305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","3.5867","3.5867","3.5867"
"0.96","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","3.5256","3.5256","3.5256","87","87","87","3.4409","3.4409","3.4409","43","43","43","3.6127","3.6127","3.6127","43","43","43","3.5184","3.5184","3.5184","43","43","43","3.8038","3.8038","3.8038","43","43","43","3.5175","3.5175","3.5175","43","43","43","3.2698","3.2698","3.2698","","","","","","","21","21","21","3.2912","3.2912","3.2912","","","","","","","21","21","21","3.3164","3.3164","3.3164","","","","","","","43","43","43","3.5428","3.5428","3.5428","","","","","","","","","","","","","21","21","21","4.2749","4.2749","4.2749","","","","","","","21","21","21","3.7429","3.7429","3.7429","","","","","",""
"0.97","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","3.5296","3.5296","3.5296","88","88","88","3.4389","3.4389","3.4389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","3.2875","3.2875","3.2875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","3.9712","3.9712","3.9712","43","43","43","3.7253","3.7253","3.7253","","","","","","","21","21","21","3.9386","3.9386","3.9386","","","","","","","","","","","",""
"0.98","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","3.5265","3.5265","3.5265","89","89","89","3.4302","3.4302","3.4302","44","44","44","3.6087","3.6087","3.6087","44","44","44","3.5105","3.5105","3.5105","44","44","44","3.7912","3.7912","3.7912","44","44","44","3.5078","3.5078","3.5078","44","44","44","3.2657","3.2657","3.2657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","3.5324","3.5324","3.5324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","3.5655","3.5655","3.5655"
"0.99","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","3.5211","3.5211","3.5211","90","90","90","3.4339","3.4339","3.4339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","3.2826","3.2826","3.2826","","","","","","","22","22","22","3.2987","3.2987","3.2987","","","","","","","22","22","22","3.3246","3.3246","3.3246","","","","","","","","","","","","","44","44","44","3.708","3.708","3.708","","","","","","","","","","","","","","","","","","","","","","","",""
"1","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","3.5157","3.5157","3.5157","92","92","92","3.4251","3.4251","3.4251","46","46","46","3.5979","3.5979","3.5979","46","46","46","3.5041","3.5041","3.5041","46","46","46","3.7765","3.7765","3.7765","46","46","46","3.4996","3.4996","3.4996","46","46","46","3.2565","3.2565","3.2565","","","","","","","23","23","23","3.28","3.28","3.28","","","","","","","23","23","23","3.305","3.305","3.305","","","","","","","46","46","46","3.5191","3.5191","3.5191","","","","","","","","","","","","","23","23","23","4.1432","4.1432","4.1432","","","","","","","23","23","23","3.7042","3.7042","3.7042","43","43","43","3.565","3.565","3.565"
"1.01","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","3.4989","3.4989","3.4989","93","93","93","3.4091","3.4091","3.4091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","3.2601","3.2601","3.2601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","3.9343","3.9343","3.9343","46","46","46","3.6852","3.6852","3.6852","","","","","","","23","23","23","3.9037","3.9037","3.9037","","","","","","","","","","","",""
"1.02","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","3.4978","3.4978","3.4978","94","94","94","3.4078","3.4078","3.4078","47","47","47","3.5779","3.5779","3.5779","47","47","47","3.4823","3.4823","3.4823","47","47","47","3.7541","3.7541","3.7541","47","47","47","3.4773","3.4773","3.4773","47","47","47","3.234","3.234","3.234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","3.5281","3.5281","3.5281"
"1.03","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","3.4991","3.4991","3.4991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","3.2484","3.2484","3.2484","","","","","","","24","24","24","3.2673","3.2673","3.2673","","","","","","","24","24","24","3.2937","3.2937","3.2937","47","47","47","3.4958","3.4958","3.4958","","","","","","","47","47","47","3.6666","3.6666","3.6666","","","","","","","","","","","","","","","","","","","","","","","",""
"1.04","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","3.4976","3.4976","3.4976","95","95","95","3.4112","3.4112","3.4112","48","48","48","3.5749","3.5749","3.5749","","","","","","","48","48","48","3.743","3.743","3.743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","3.52","3.52","3.52"
"1.05","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","3.494","3.494","3.494","96","96","96","3.4038","3.4038","3.4038","","","","","","","48","48","48","3.4804","3.4804","3.4804","","","","","","","48","48","48","3.475","3.475","3.475","48","48","48","3.2347","3.2347","3.2347","49","49","49","3.2474","3.2474","3.2474","24","24","24","3.2525","3.2525","3.2525","","","","","","","24","24","24","3.2791","3.2791","3.2791","","","","","","","48","48","48","3.4886","3.4886","3.4886","24","24","24","3.8827","3.8827","3.8827","48","48","48","3.6625","3.6625","3.6625","24","24","24","4.0451","4.0451","4.0451","24","24","24","3.8591","3.8591","3.8591","24","24","24","3.6696","3.6696","3.6696","","","","","",""
"1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","3.4037","3.4037","3.4037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.07","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","3.4877","3.4877","3.4877","98","98","98","3.4034","3.4034","3.4034","49","49","49","3.5668","3.5668","3.5668","49","49","49","3.4744","3.4744","3.4744","49","49","49","3.7296","3.7296","3.7296","49","49","49","3.4701","3.4701","3.4701","49","49","49","3.2228","3.2228","3.2228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","3.4849","3.4849","3.4849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","3.513","3.513","3.513"
"1.08","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","3.4921","3.4921","3.4921","99","99","99","3.3995","3.3995","3.3995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","3.2428","3.2428","3.2428","","","","","","","25","25","25","3.2575","3.2575","3.2575","","","","","","","25","25","25","3.2834","3.2834","3.2834","","","","","","","","","","","","","49","49","49","3.6517","3.6517","3.6517","","","","","","","","","","","","","","","","","","","","","","","",""
"1.09","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","3.4838","3.4838","3.4838","100","100","100","3.3976","3.3976","3.3976","50","50","50","3.5619","3.5619","3.5619","50","50","50","3.4679","3.4679","3.4679","50","50","50","3.7229","3.7229","3.7229","50","50","50","3.4625","3.4625","3.4625","50","50","50","3.2317","3.2317","3.2317","","","","","","","25","25","25","3.2458","3.2458","3.2458","","","","","","","25","25","25","3.2708","3.2708","3.2708","","","","","","","50","50","50","3.479","3.479","3.479","","","","","","","","","","","","","25","25","25","3.9871","3.9871","3.9871","","","","","","","25","25","25","3.6524","3.6524","3.6524","48","48","48","3.5163","3.5163","3.5163"
